ID,img_path,Description,Question,A,B,C,D,answer
TRAIN_128,./dataset/generated/images/scene_1122.jpg,"A table with a plate of food, including a croissant, a cup of coffee, and a cup of tea. There are also two cups of coffee on the table.",What is the main food item on the plate?,Croissant,Egg,Coffee,Tea,A
TRAIN_129,./dataset/generated/images/scene_1123.jpg,"Three women are sitting on the beach, smiling and enjoying their time together. They are surrounded by sand and water, and there are a few other people in the background.",What is the main activity of the women in the image?,Swimming,Sunbathing,Talking and smiling,Playing in the water,C
TRAIN_130,./dataset/generated/images/scene_1124.jpg,"A group of people walking down a street at night, with neon signs and lights illuminating the area.",What is the main activity in the image?,People walking down the street,Shopping in stores,Eating at restaurants,Watching a movie,A
TRAIN_131,./dataset/generated/images/scene_1125.jpg,"The image features a lush green field with a herd of horses grazing on the grass. There are also a few cows in the field. The scene is set against a backdrop of trees, creating a serene and picturesque landscape.",What type of animals are grazing in the field?,Horses and cows,Horses and sheep,Horses and goats,Horses and chickens,A
TRAIN_132,./dataset/generated/images/scene_1126.jpg,"The image features a beautiful sunset over the ocean. The sun is setting behind the clouds, casting a warm glow on the water. The sky is filled with clouds, creating a picturesque scene.",What is the main subject of the image?,The ocean,The sun,The clouds,The sunset,D
TRAIN_133,./dataset/generated/images/scene_1127.jpg,"Two women are walking down a city street, talking and laughing. They are wearing blue shirts and carrying handbags. There are other people walking around them, and a few bicycles are parked nearby.",What color are the women's shirts?,White,Blue,Red,Green,B
TRAIN_134,./dataset/generated/images/scene_1128.jpg,"The image depicts a busy city street with tall buildings, cars, and people. The street is filled with traffic, and there are multiple traffic lights to control the flow of vehicles.",What is the primary focus of the image?,The tall buildings,The cars,The people,The traffic lights,B
TRAIN_135,./dataset/generated/images/scene_1129.jpg,A person is holding a tube of Lifefly cream in their hand. The tube is green and white. The person is standing in front of a flower garden.,What is the person holding in their hand?,A tube of Lifefly cream,A tube of lotion,A tube of soap,A tube of shampoo,A
TRAIN_136,./dataset/generated/images/scene_113.jpg,A busy city street with people walking and bicycles riding. There are multiple signs and advertisements on the buildings and street signs.,What is the main activity in the image?,Walking,Bicycling,Shopping,Driving,A
TRAIN_137,./dataset/generated/images/scene_1130.jpg,A family posing for a picture in front of a tree. They are all smiling and appear to be enjoying the moment.,What is the main focus of the image?,The tree,The family,The background,The sky,B
TRAIN_138,./dataset/generated/images/scene_1131.jpg,A group of young girls wearing school uniforms and carrying backpacks.,What is the main subject of the image?,A girl with a backpack,A group of girls,A girl with a backpack and a smile,A girl with a backpack and a smile and a group of girls,D
TRAIN_139,./dataset/generated/images/scene_1132.jpg,A man and a woman are sitting on the sand in front of a large Egyptian pyramid. They are holding cameras and appear to be taking pictures of the monument.,What is the man and woman doing in the image?,Taking pictures of the pyramid,Sitting on the sand,Standing in front of the pyramid,All of the above,A
TRAIN_140,./dataset/generated/images/scene_1133.jpg,"Two women are standing on a street, taking a selfie with their cell phones. They are wearing dresses and are surrounded by other people.",What are the two women doing in the image?,Taking a selfie,Walking down the street,Standing on the street,All of the above,A
TRAIN_141,./dataset/generated/images/scene_1134.jpg,A beautiful view of a small village situated on the side of a cliff overlooking the ocean. The village is surrounded by greenery and has a picturesque setting.,What is the main feature of the image?,The ocean,The village,The cliff,The greenery,B
TRAIN_142,./dataset/generated/images/scene_1135.jpg,"A large passenger jet is on the runway, and a group of people are taking pictures of it.",What is the main focus of the image?,The people taking pictures,The airplane,The runway,The sky,A
TRAIN_143,./dataset/generated/images/scene_1136.jpg,"A parking lot filled with cars and trucks, with a large number of vehicles parked in rows.",What is the primary purpose of the parking lot in the image?,To store vehicles,To serve as a parking area for a shopping mall,To provide a space for people to park their cars,To serve as a parking area for a large event,A
TRAIN_144,./dataset/generated/images/scene_1137.jpg,"The image features a large tree with a single branch, surrounded by a forest. The tree is located near a body of water, possibly a lake. The scene appears to be serene and peaceful.",What is the main subject of the image?,A single branch of a tree,A forest,A body of water,A lake,A
TRAIN_145,./dataset/generated/images/scene_1138.jpg,"A busy city street filled with traffic, including cars, buses, and trucks. The street is bustling with activity, and the vehicles are moving in various directions.",What is the primary mode of transportation in the image?,Car,Bus,Truck,Train,A
TRAIN_146,./dataset/generated/images/scene_1139.jpg,A mountain with snow on it.,What is the main feature of the image?,A mountain,A snowy mountain,A rocky mountain,A cloudy sky,A
TRAIN_147,./dataset/generated/images/scene_114.jpg,"The image features a pond with ducks swimming in it. There are also geese in the pond, and a couple of trees nearby. The scene is set in a park, and there is a bridge over the pond.",What type of birds are swimming in the pond?,Ducks,Geese,Swans,Pigeons,A
TRAIN_148,./dataset/generated/images/scene_1140.jpg,"A group of people are sitting on a beach under a large umbrella. They are enjoying the sun, sand, and water. There are also a few surfboards nearby.",What is the main activity of the people in the image?,Swimming,Sunbathing,Surfing,All of the above,D
TRAIN_149,./dataset/generated/images/scene_1141.jpg,"A woman is walking through a field of flowers, surrounded by trees. She is wearing a blue dress and appears to be enjoying her time in the beautiful, natural setting.",What color is the woman's dress?,Blue,White,Green,Pink,A
TRAIN_150,./dataset/generated/images/scene_1142.jpg,"The image features a large mountain range with snow-capped peaks. In the foreground, there is a herd of cattle grazing on the plains. The sky is blue, and the mountains are visible in the distance.",What is the primary focus of the image?,The cattle grazing on the plains,The snow-capped peaks of the mountain range,The blue sky,The plains in the foreground,A
TRAIN_151,./dataset/generated/images/scene_1143.jpg,"A group of people are sitting on the grass in a park, smiling and enjoying their time together. They are holding food and drinks, and there are skateboards nearby.",What is the group of people doing in the image?,Playing sports,Eating and drinking,Skateboarding,All of the above,D
TRAIN_152,./dataset/generated/images/scene_1144.jpg,"A busy city street filled with traffic, including buses, cars, and pedestrians.",What is the primary mode of transportation in the image?,Bus,Car,Taxi,Train,A
TRAIN_153,./dataset/generated/images/scene_1145.jpg,A forest path surrounded by trees and a large tree trunk.,What is the main feature of the image?,A large tree trunk,A forest path,A park bench,A park bench in the middle of the forest,B
TRAIN_154,./dataset/generated/images/scene_1146.jpg,"A man and a woman are sitting on the beach, enjoying the sun and the ocean. They are both wearing white and are relaxing on a towel. There is a chair nearby and a bottle of orange juice.",What is the man wearing?,Shorts,Swimsuit,Shirt,Hat,A
TRAIN_155,./dataset/generated/images/scene_1147.jpg,"A family is walking together in a park, with a man, woman, and two children. They are holding hands and enjoying their time together.",What is the family doing in the image?,Walking in the park,Playing in the park,Sitting on a bench,All of the above,A
